Unnamed: 0,Name,Age,Overall rating,Potential,Team & Contract,Value,Wage,Total stats,Unnamed: 9
,N. Collins CB RB RM,21,74,83,Eintracht Frankfurt 2023 ~ 2030,€9M,€18K,1741,
,A. Amenda CB RB,21,74,80,Eintracht Frankfurt 2024 ~ 2029,€6M,€18K,1557,
,O. Højlund CM CDM,20,74,84,Eintracht Frankfurt 2024 ~ 2029,€9M,€19K,2006,
,J. Haberer CM RM CDM,31,74,74,1. FC Union Berlin 2022 ~ 2027,€3.5M,€30K,1944,
,A. Schäfer CM CAM CDM,26,74,75,1. FC Union Berlin 2022 ~ 2027,€4.9M,€28K,1919,
,A. Kemlein CM CDM,20,74,79,1. FC Union Berlin 2022 ~ 2030,€6M,€21K,1887,
,A. Ilić ST,25,74,76,1. FC Union Berlin 2025 ~ 2027,€5.5M,€30K,1722,
,I. Bebou ST RW RM CAM,31,74,74,TSG 1899 Hoffenheim 2019 ~ 2030,€3.6M,€32K,1829,
,V. Gendrey RB RM,25,74,78,TSG 1899 Hoffenheim 2024 ~ 2028,€5.5M,€26K,1764,
,Arthur Chaves CB,24,74,79,"FC Augsburg Jun 30, 2026 On loan",€6M,€23K,1659,
,C. Zesiger CB,27,74,76,FC Augsburg 2025 ~ 2029,€4.5M,€27K,1686,
,F. Rieder CAM CM RM,23,74,81,FC Augsburg 2025 ~ 2030,€8.5M,€25K,1903,
,R. Fellhauer CDM CM RM,27,74,74,FC Augsburg 2025 ~ 2027,€4M,€27K,1927,
,J. Irvine CM CDM,32,74,74,FC St. Pauli 2021 ~ 2029,€3.3M,€22K,2020,
,E. Smith CB CDM CM,28,74,74,FC St. Pauli 2021 ~ 2030,€3.6M,€22K,1919,
,H. Wahl CB,31,74,74,FC St. Pauli 2023 ~ 2028,€2.9M,€22K,1607,
,N. Dorsch CM CDM,27,74,74,1. FC Heidenheim 1846 2024 ~ 2028,€4.5M,€26K,2048,
,A. Ouédraogo CM CAM CDM,19,74,87,RB Leipzig 2024 ~ 2029,€10M,€27K,1968,
,J. Cabal LB CB,24,74,79,Juventus 2024 ~ 2029,€6M,€61K,1788,
,L. Pellegrini LB LM,26,74,75,Lazio 2025 ~ 2027,€4.5M,€25K,1862,
,D. Maldini CAM ST CM,23,74,81,"Lazio Jun 30, 2026 On loan",€8.5M,€41K,1945,
,M. Cancellieri RW LW LM RM,23,74,79,Lazio 2023 ~ 2027,€6.5M,€25K,1924,
,T. Noslin ST RM LM CAM,25,74,77,Lazio 2024 ~ 2029,€5.5M,€28K,1909,
,Z. Suzuki GK,22,74,80,Parma 2024 ~ 2029,€5.5M,€9K,1149,
,A. Ndiaye CB,23,74,78,Parma 2025 ~ 2029,€5.5M,€15K,1579,
,P. Gollini GK,30,74,74,Roma 2025 ~ 2027,€2.8M,€26K,1239,
,D. Rensch RB CB RM CM,22,74,79,Roma 2025 ~ 2029,€6M,€33K,1874,
,E. Ferguson ST,20,74,82,"Roma Jun 30, 2026 On loan",€9.5M,€51K,1753,
,A. Tameze CDM CM CB,31,74,74,Torino 2023 ~ 2030,€3M,€31K,2020,
,Z. Aboukhlal CAM RM LM CM,25,74,77,Torino 2025 ~ 2029,€5.5M,€30K,1894,
,A. Ismajli CB,28,74,74,Torino 2025 ~ 2027,€3.6M,€31K,1640,
,K. Davis ST CAM,27,74,74,Udinese 2023 ~ 2027,€4.6M,€18K,1786,
,J. Ekkelenkamp CM LM CAM,25,74,77,Udinese 2024 ~ 2029,€5.5M,€16K,2003,
,M. Okoye GK,25,74,78,Udinese 2023 ~ 2028,€4.6M,€9K,1121,
,A. Atta CM CAM,22,74,82,Udinese 2025 ~ 2029,€9.5M,€14K,1989,
,N. Casale CB,27,74,76,Bologna 2025 ~ 2028,€4.5M,€35K,1890,
,S. Sohm CM CDM CAM,24,74,79,"Bologna Jun 30, 2026 On loan",€6.5M,€32K,2019,
,T. Heggem CB LB,26,74,76,Bologna 2025 ~ 2027,€4.6M,€35K,1800,
,T. Pobega CM CDM,25,74,76,Bologna 2026 ~ 2028,€5.5M,€35K,2100,
,M. Vitík CB,22,74,80,Bologna 2025 ~ 2029,€6M,€31K,1685,
,V. Nelsson CB,26,74,76,"Hellas Verona FC Jun 30, 2026 On loan",€4.6M,€37K,1780,
,G. Orban ST,22,74,81,"Hellas Verona FC Jun 30, 2026 On loan",€8.5M,€27K,1798,
,L. Coulibaly CDM CM,29,74,74,Lecce 2024 ~ 2027,€3.6M,€12K,1939,
,R. Sottil LM LW,26,74,75,"Lecce Jun 30, 2026 On loan",€5M,€37K,1762,
,Jacobo Ramón CB,20,74,84,Como 2025 ~ 2030,€8.5M,€43K,1667,
,Álex Valle LB LM,21,74,84,Como 2025 ~ 2029,€9M,€43K,1987,
,A. Belotti ST,31,74,74,Cagliari 2025 ~ 2029,€3.6M,€13K,1834,
,M. Folorunsho CM CAM ST,27,74,74,"Cagliari Jun 30, 2026 On loan",€4.5M,€63K,2088,
,S. Kılıçsoy ST LW LM CAM,19,74,81,"Cagliari Jun 30, 2026 On loan",€8.5M,€24K,1858,
,Aarón Martín LB LM,28,74,74,Genoa 2023 ~ 2028,€3.8M,€21K,1977,
,B. Norton-Cuffy RB RM,21,74,80,Genoa 2024 ~ 2029,€6.5M,€14K,1868,
,T. Baldanzi CAM CM,22,74,80,"Genoa Jun 30, 2026 On loan",€7M,€35K,1868,
,M. Aebischer CM CDM,28,74,74,"Pisa Jun 30, 2026 On loan",€4.2M,€39K,2011,
,M. Tramoni CAM ST CM,25,74,77,Pisa 2022 ~ 2028,€5.5M,€10K,1978,
,U. Garcia LB CB LM,29,74,74,"Sassuolo Jun 30, 2026 On loan",€3.7M,€31K,1855,
,A. Murić GK,26,74,76,"Sassuolo Jun 30, 2026 On loan",€4M,€28K,1278,
,T. Muharemović CB,22,74,80,Sassuolo 2024 ~ 2030,€6M,€15K,1569,
,R. Bardghji RW RM,19,74,85,FC Barcelona 2025 ~ 2029,€9M,€46K,1797,
,Gonzalo ST,21,74,84,Real Madrid 2023 ~ 2030,€9.5M,€86K,1891,
,Junior Firpo LB LM,28,74,74,Real Betis Balompié 2025 ~ 2028,€3.8M,€23K,1971,
,Javi Rueda RB RM,23,74,81,RC Celta 2023 ~ 2029,€8M,€19K,1924,
,Hugo Sotelo CM CDM,21,74,81,RC Celta 2021 ~ 2028,€8.5M,€17K,1962,
,Pablo Durán ST LW CAM,24,74,78,RC Celta 2022 ~ 2027,€6M,€22K,1807,
,Miguel Román CM CDM,22,74,80,RC Celta 2025 ~ 2028,€6.5M,€20K,1876,
,Kike García ST,35,74,74,RCD Espanyol 2025 ~ 2027,€1.8M,€17K,1825,
,T. Dolan RW RM LM,23,74,79,RCD Espanyol 2025 ~ 2028,€6.5M,€18K,1921,
,Terrats RM LM CM RW,24,74,77,"RCD Espanyol Jun 30, 2026 On loan",€6M,€26K,2005,
,Roberto Fernández ST,22,74,80,RCD Espanyol 2025 ~ 2031,€7M,€19K,1952,
,T. Asano RW RM ST,30,74,74,RCD Mallorca 2024 ~ 2028,€4.1M,€29K,1857,
,Pablo Torre CAM CM LM,22,74,82,RCD Mallorca 2025 ~ 2029,€9.5M,€23K,1858,
,D. Ćaleta-Car CB,28,74,74,"Real Sociedad Jun 30, 2026 On loan",€3.6M,€18K,1640,
,Aritz Elustondo CB RB,31,74,74,Real Sociedad 2014 ~ 2030,€2.9M,€30K,1726,
,Aihen Muñoz LB LM,27,74,74,Real Sociedad 2017 ~ 2027,€4.1M,€29K,1938,
,O. Óskarsson ST,20,74,80,Real Sociedad 2024 ~ 2030,€6.5M,€25K,1837,
,Dani Raba RW ST CAM RM,29,74,74,Valencia CF 2025 ~ 2027,€4.1M,€33K,1892,
,André Almeida CAM LM ST CM,25,74,77,Valencia CF 2022 ~ 2029,€5.5M,€29K,1994,
,Thierry Correia RB LB RM,26,74,74,Valencia CF 2019 ~ 2028,€4.2M,€29K,1913,
,Copete CB,25,74,78,Valencia CF 2025 ~ 2029,€5.5M,€27K,1626,
,Denis Suárez CM LM CDM,31,74,74,Deportivo Alavés 2025 ~ 2027,€3.5M,€25K,1943,
,Aleñá LM CM RM LB,27,74,74,Deportivo Alavés 2025 ~ 2029,€4.5M,€24K,1908,
,Ander Guevara CDM CM,27,74,75,Deportivo Alavés 2023 ~ 2027,€4.3M,€23K,1870,
,Pacheco CB LB,24,74,81,"Deportivo Alavés Jun 30, 2026 On loan",€8M,€25K,1524,
,Adrià Pedrosa LB LM LW,27,74,74,"Elche CF Jun 30, 2026 On loan",€4.1M,€25K,1996,
,Raúl García ST,24,74,79,CA Osasuna 2023 ~ 2028,€6.5M,€26K,1790,
,Fran Pérez RM LM RB,22,74,79,Rayo Vallecano 2025 ~ 2029,€6.5M,€18K,1820,
,Alemão ST,27,74,74,Rayo Vallecano 2025 ~ 2030,€4.6M,€22K,1882,
,Isaac Romero ST,25,74,77,Sevilla FC 2024 ~ 2028,€5.5M,€27K,1839,
,Ø. Nyland GK,34,74,74,Sevilla FC 2023 ~ 2028,€725K,€17K,1217,
,N. Maupay ST,28,74,74,"Sevilla FC Jun 30, 2026 On loan",€4.3M,€35K,1915,
,Fábio Cardoso CB,31,74,74,Sevilla FC 2025 ~ 2028,€2.9M,€26K,1665,
,Joan Jordán CM CDM,30,74,74,Sevilla FC 2019 ~ 2027,€4M,€27K,1982,
,G. Suazo LB LM,27,74,74,Sevilla FC 2025 ~ 2028,€4.1M,€25K,1952,
,Marcão CB,29,74,74,Sevilla FC 2022 ~ 2027,€3.5M,€26K,1706,
,Peque CAM LM ST CM,22,74,81,Sevilla FC 2024 ~ 2028,€8.5M,€23K,1874,
,Pau Navarro CB RB,20,74,83,Villarreal CF 2024 ~ 2030,€8.5M,€21K,1715,
,J. Toljan RB CM,30,74,74,Levante UD 2025 ~ 2027,€3.6M,€24K,1885,
,Dela CB RB,26,74,77,Levante UD 2023 ~ 2028,€4.9M,€23K,1961,
,Olasagasti CM CDM LM,24,74,77,Levante UD 2025 ~ 2028,€5.5M,€21K,1992,
,K. Arriaga CDM CM,27,74,75,Levante UD 2025 ~ 2027,€4.3M,€23K,1909,
,Kiko Femenía RB RM,34,74,74,Getafe CF 2025 ~ 2027,€1.5M,€27K,1918,
,Javi Muñoz CM CAM RM,30,74,74,Getafe CF 2025 ~ 2028,€4M,€28K,1978,
,Domingos Duarte CB,30,74,74,Getafe CF 2022 ~ 2028,€3.5M,€27K,1604,
,A. Abqar CB,26,74,77,Getafe CF 2025 ~ 2028,€4.9M,€26K,1572,
,Mario Martín CM CDM CAM,21,74,82,Getafe CF 2021 ~ 2027,€9.5M,€20K,1991,
,Hugo Rincón RB RM,22,74,82,"Girona FC Jun 30, 2026 On loan",€9M,€27K,1979,
,David Carmo CB,25,74,78,"Real Oviedo Jun 30, 2026 On loan",€5.5M,€57K,1626,
,T. Fernández LW LM,21,74,81,"Real Oviedo Jun 30, 2026 On loan",€8.5M,€24K,1905,
,Alberto Reina CM CDM CAM,27,74,74,Real Oviedo 2025 ~ 2027,€4.5M,€27K,2011,
,Andrés García RB RM,22,73,81,Aston Villa 2025 ~ 2029,€6.5M,€54K,1935,
,H. Armstrong CM CDM CAM,18,73,85,Everton 2024 ~ 2027,€7M,€20K,1938,
,Stefan Bajcetic CDM CM CB,20,73,82,Liverpool 2021 ~ 2027,€6.5M,€42K,1852,
,W. Osula ST,21,73,81,Newcastle United 2024 ~ 2028,€7M,€57K,1714,
,W. Boly CB,34,73,73,Nottingham Forest 2022 ~ 2029,€1M,€56K,1562,
,L. Netz LB LM,22,73,77,Nottingham Forest 2026 ~ 2030,€4.1M,€47K,1867,
,J. McAtee RM CAM RW,22,73,81,Nottingham Forest 2025 ~ 2030,€7M,€49K,1791,
,Pablo ST,21,73,81,West Ham United 2026 ~ 2030,€7M,€37K,1804,
,F. Potts CDM CM,21,73,80,West Ham United 2021 ~ 2029,€6M,€31K,1952,
,S. Magassa CDM CM CB,21,73,80,West Ham United 2025 ~ 2031,€6M,€31K,1788,
,A. Armstrong ST CAM,28,73,73,Wolverhampton Wanderers 2026 ~ 2029,€3.1M,€51K,1895,
,Rodrigo Gomes LW LM RM,21,73,82,Wolverhampton Wanderers 2024 ~ 2029,€7M,€36K,1865,
,D. Wolfe LB LM,23,73,78,Wolverhampton Wanderers 2025 ~ 2030,€4.3M,€37K,1876,
,J. Laurent CDM CM CB,30,73,73,Burnley 2024 ~ 2030,€2.5M,€41K,1986,
,J. Bruun Larsen LM RM LW,26,73,73,Burnley 2025 ~ 2029,€3.3M,€41K,1963,
,J. Worrall CB,28,73,73,Burnley 2024 ~ 2028,€2.6M,€41K,1480,
,A. Tuanzebe CB RB,27,73,73,Burnley 2025 ~ 2027,€2.8M,€39K,1802,
,L. Foster ST LM LW,24,73,75,Burnley 2023 ~ 2028,€4M,€39K,1802,
,J. Beyer CB,25,73,75,Burnley 2023 ~ 2027,€3.4M,€37K,1739,
,M. Trésor LM LW,26,73,73,Burnley 2023 ~ 2028,€3.3M,€41K,1837,
,C. Kostoulas ST CAM RM,18,73,85,Brighton & Hove Albion 2025 ~ 2030,€7M,€42K,1869,
,J. Steele GK,34,73,73,Brighton & Hove Albion 2018 ~ 2027,€525K,€37K,1248,
,A. Milambo CM CAM,20,73,85,Brentford 2025 ~ 2030,€7.5M,€35K,1918,
,A. Smith RB RM,34,73,73,AFC Bournemouth 2014 ~ 2027,€1.1M,€48K,1912,
,E. Owusu CDM CM,27,73,74,AJ Auxerre 2023 ~ 2027,€3.1M,€18K,1839,
,D. Namaso LM ST CAM LW,24,73,76,"AJ Auxerre Jun 30, 2026 On loan",€4.2M,€10K,1769,
,S. Diomandé CB,24,73,77,AJ Auxerre 2024 ~ 2027,€3.9M,€16K,1768,
,A. Sima LW LM,24,73,77,RC Lens 2025 ~ 2029,€4.4M,€19K,1904,
,A. Bodart GK,27,73,75,Lille OSC 2025 ~ 2027,€2.8M,€13K,1209,
,A. Karabec RM RW,21,73,79,"Olympique Lyonnais Jun 30, 2026 On loan",€4.9M,€14K,1865,
,J. Lepenant CM CAM CDM,22,73,79,FC Nantes 2025 ~ 2029,€4.9M,€13K,1963,
,A. Bah CB,19,73,81,"OGC Nice Jun 30, 2026 On loan",€6M,€45K,1559,
,T. Ndombele CM CDM,28,73,73,OGC Nice 2024 ~ 2028,€3M,€21K,1962,
,Tiago Gouveia RW LW LM RM,24,73,79,"OGC Nice Jun 30, 2026 On loan",€4.8M,€14K,1812,
,M. Abdelmonem CB,26,73,76,OGC Nice 2024 ~ 2028,€3.5M,€19K,1721,
,T. Louchet RM CM LM RW,22,73,81,OGC Nice 2023 ~ 2027,€7M,€18K,1880,
,D. Cissé CM CDM,21,73,83,Stade Rennais FC 2024 ~ 2030,€7M,€15K,1894,
,G. Kamara CDM CM,29,73,73,Stade Rennais FC 2024 ~ 2028,€2.6M,€20K,1940,
,A. Nordin RM LM LW RW,27,73,73,"Stade Rennais FC Jun 30, 2026 On loan",€3.2M,€21K,1850,
,A. Omobamidele CB,23,73,78,RC Strasbourg Alsace 2025 ~ 2029,€4.2M,€30K,1566,
,L. Høgsberg CB,19,73,82,RC Strasbourg Alsace 2025 ~ 2030,€6M,€24K,1680,
,A. Anselmino CB,20,73,81,"RC Strasbourg Alsace Jun 30, 2026 On loan",€6M,€48K,1763,
,S. El Mourabet CM CDM,19,73,82,RC Strasbourg Alsace 2023 ~ 2030,€6.5M,€25K,1849,
,T. Le Bris RM LM RB,22,73,80,FC Lorient 2019 ~ 2027,€6M,€14K,1872,
,P. Pagis CAM LM CM,22,73,81,FC Lorient 2022 ~ 2027,€7M,€14K,1802,
,B. Nadir CM CAM CDM,21,73,77,Olympique de Marseille 2021 ~ 2029,€4.4M,€21K,1844,
,Mama Baldé LW ST LM,29,73,73,Stade Brestois 29 2024 ~ 2027,€3M,€21K,1968,
,R. Labeau Lascary LM ST RM LW,22,73,80,"Stade Brestois 29 Jun 30, 2026 On loan",€6M,€18K,1752,
,O. Camara CB,22,73,78,Angers SCO 2022 ~ 2029,€4.2M,€10K,1672,
,I. Soumaré LM ST LW,24,73,76,Le Havre AC 2023 ~ 2029,€4.2M,€11K,1759,
,Y. Kechta CM CAM,23,73,80,Le Havre AC 2019 ~ 2029,€6M,€11K,1885,
,M. Mbow CB,25,73,76,Paris FC 2023 ~ 2028,€3.6M,€31K,1615,
,J. Krasso ST CAM,27,73,73,Paris FC 2024 ~ 2027,€3.3M,€36K,1723,
,S. Ulreich GK,36,73,73,FC Bayern München 2021 ~ 2028,€350K,€15K,1125,
,G. Reyna CAM LM RM CM,22,73,78,Borussia Mönchengladbach 2025 ~ 2028,€4.7M,€19K,1874,
,S. Machino ST CAM,25,73,76,Borussia Mönchengladbach 2025 ~ 2029,€4.1M,€22K,1921,
,Y. Engelhardt CDM CM,24,73,76,"Borussia Mönchengladbach Jun 30, 2026 On loan",€3.8M,€46K,1812,
,L. Ullrich LB LM LW,21,73,79,Borussia Mönchengladbach 2023 ~ 2029,€4.6M,€15K,1843,
,M. Rosenfelder CB RB,22,73,79,SC Freiburg 2023 ~ 2029,€4.4M,€18K,1680,
,D. Scherhant LM ST LW,22,73,78,SC Freiburg 2025 ~ 2030,€4.7M,€19K,1749,
,N. Capaldo CM CDM CB,26,73,74,Hamburger SV 2025 ~ 2028,€3.6M,€20K,2023,
,A. Grønbæk CAM CM LM ST,24,73,78,"Hamburger SV Jun 30, 2026 On loan",€4.6M,€18K,1988,
,P. Otele LM LW ST,26,73,73,"Hamburger SV Jun 30, 2026 On loan",€3.3M,€18K,1833,
,N. Remberg CM CDM,25,73,76,Hamburger SV 2025 ~ 2028,€4M,€19K,1949,
,L. Waldschmidt CAM ST CM,29,73,73,1. FC Köln 2024 ~ 2027,€3M,€21K,1835,
,L. Maina LM ST CAM LW,26,73,74,1. FC Köln 2022 ~ 2028,€3.6M,€20K,1751,
,S. Sebulonsen RB CB RM CM,25,73,76,1. FC Köln 2025 ~ 2028,€3.7M,€18K,1966,
,J. Omlin GK,31,73,73,"Bayer 04 Leverkusen Jun 30, 2026 On loan",€1.6M,€14K,1294,
,Arthur RM RB,22,73,78,Bayer 04 Leverkusen 2023 ~ 2028,€4.7M,€40K,1835,
,Chema Andrés CDM CM,20,73,82,VfB Stuttgart 2025 ~ 2030,€6.5M,€19K,1771,
,N. Nartey CM CAM LB,25,73,76,VfB Stuttgart 2019 ~ 2028,€4M,€26K,1889,
,L. Bittencourt CAM CM,31,73,73,SV Werder Bremen 2020 ~ 2029,€2.5M,€23K,1979,
,K. Hein GK,23,73,81,"SV Werder Bremen Jun 30, 2026 On loan",€6M,€35K,1088,
,S. Bell CB,33,73,73,1. FSV Mainz 05 2010 ~ 2029,€1.5M,€21K,1535,
,S. Widmer RB RM LB,32,73,73,1. FSV Mainz 05 2021 ~ 2030,€2.1M,€21K,1970,
,S. Becker ST LM RM LW,30,73,73,1. FSV Mainz 05 2026 ~ 2030,€3M,€24K,1923,
,P. Tietz ST,27,73,73,1. FSV Mainz 05 2026 ~ 2028,€3.3M,€23K,1765,
,Silas RM RW ST,26,73,73,1. FSV Mainz 05 2026 ~ 2028,€3.3M,€21K,1896,
,K. Paredes LM LW LB,22,73,82,VfL Wolfsburg 2022 ~ 2029,€7M,€28K,1795,
,K. Fischer RB CB,24,73,76,VfL Wolfsburg 2022 ~ 2027,€3.8M,€27K,1779,
,M. Dahoud CM CDM,29,73,73,Eintracht Frankfurt 2024 ~ 2030,€3M,€24K,1946,
,R. Skov LB RB RM LM,29,73,73,1. FC Union Berlin 2024 ~ 2030,€2.7M,€26K,2139,
,O. Burke ST RM CAM,28,73,73,1. FC Union Berlin 2025 ~ 2029,€3.1M,€29K,1863,
,T. Skarke ST RM CAM,28,73,73,1. FC Union Berlin 2022 ~ 2030,€3.1M,€29K,1895,
,Jeong Woo Yeong CAM ST CM,25,73,76,1. FC Union Berlin 2024 ~ 2028,€4M,€25K,1764,
,A. Král CM CAM CDM,27,73,73,1. FC Union Berlin 2024 ~ 2028,€3.2M,€26K,2050,
,J. Juranović RB RM,29,73,73,1. FC Union Berlin 2023 ~ 2027,€2.7M,€26K,2063,
,T. Rothe LB LM CB,20,73,81,1. FC Union Berlin 2024 ~ 2030,€6.5M,€18K,1839,
,I. Ansah ST CAM LW,20,73,83,1. FC Union Berlin 2025 ~ 2030,€6.5M,€21K,1731,
,K. Akpoguma CB RB,30,73,73,TSG 1899 Hoffenheim 2013 ~ 2029,€2.5M,€26K,1776,
,M. Wolf RB RM,30,73,73,FC Augsburg 2024 ~ 2027,€2.6M,€26K,2020,
,E. Rexhbeçaj CM CDM CAM,27,73,73,FC Augsburg 2022 ~ 2028,€3.2M,€26K,1946,
,A. Kade RM LM CAM RW,21,73,80,FC Augsburg 2025 ~ 2029,€6M,€19K,1829,
,M. Rasmussen CM CAM CDM,27,73,73,FC St. Pauli 2026 ~ 2029,€3.2M,€20K,2000,
,M. Pereira Lage ST LW CAM LM,28,73,73,FC St. Pauli 2025 ~ 2028,€3.1M,€22K,2019,
,E. Dinkçi CAM RM LM CM,23,73,79,"1. FC Heidenheim 1846 Jun 30, 2026 On loan",€4.8M,€19K,1828,
,M. Pieringer ST CAM CM,25,73,74,1. FC Heidenheim 1846 2023 ~ 2027,€3.7M,€24K,1799,
,E. Banzuzi CM CDM CAM,20,73,85,RB Leipzig 2025 ~ 2030,€7.5M,€26K,1890,
,Y. Musah CM CDM RM CAM,22,73,81,"Atalanta Jun 30, 2026 On loan",€7M,€28K,2048,
,K. Sulemana CAM LM ST CM,23,73,76,Atalanta 2025 ~ 2029,€4.2M,€37K,1791,
,F. Dele-Bashiru CAM CM,24,73,77,Lazio 2025 ~ 2028,€4.4M,€21K,2000,
,J. Ondrejka LW LM,22,73,79,Parma 2025 ~ 2029,€4.9M,€16K,1890,
,M. Keita CDM CM CB,23,73,79,Parma 2024 ~ 2029,€4.4M,€14K,1949,
,G. Oristanio CAM ST RW CM,22,73,79,"Parma Jun 30, 2026 On loan",€4.9M,€4K,1974,
,M. Frigan ST,22,73,78,Parma 2025 ~ 2030,€4.7M,€16K,1848,
,M. Pedersen RB RM,24,73,75,Torino 2024 ~ 2027,€3.6M,€23K,1874,
,N. Nkounkou LM LB,24,73,76,"Torino Jun 30, 2026 On loan",€4.2M,€20K,1858,
,S. Sazonov CB,23,73,78,Torino 2023 ~ 2030,€4.2M,€23K,1678,
,C. Kabasele CB,34,73,73,Udinese 2023 ~ 2028,€1M,€15K,1701,
,T. Kristensen CB,23,73,81,Udinese 2023 ~ 2028,€6.5M,€12K,1542,
,A. Zanoli RB RM,24,73,77,"Udinese Jun 30, 2026 On loan",€4.1M,€47K,1868,
,C. Lykogiannis LB LM,31,73,73,Bologna 2022 ~ 2029,€2.2M,€34K,1991,
,N. Zortea RB RM,26,73,74,Bologna 2025 ~ 2029,€3.3M,€32K,1981,
,B. Domínguez LM LW,21,73,83,Bologna 2024 ~ 2029,€7M,€25K,1792,
,S. Lovrič CM CDM,27,73,73,"Hellas Verona FC Jun 30, 2026 On loan",€3.2M,€15K,1912,
,Pol Lirola RB CB CM,27,73,73,Hellas Verona FC 2026 ~ 2028,€2.9M,€10K,1912,
,N. Valentini CB,24,73,79,"Hellas Verona FC Jun 30, 2026 On loan",€4.4M,€28K,1702,
,N. Törnqvist GK,23,73,81,Como 2025 ~ 2029,€6M,€27K,1179,
,L. Mazzitelli CM CDM,29,73,73,"Cagliari Jun 30, 2026 On loan",€3M,€58K,1924,
,A. Dossena CB,26,73,76,"Cagliari Jun 30, 2026 On loan",€3.5M,€53K,1645,
,G. Gaetano CAM CDM CM,25,73,76,Cagliari 2025 ~ 2029,€4M,€10K,1938,
,G. Zappa RB CB CDM,25,73,76,Cagliari 2021 ~ 2030,€3.7M,€10K,1899,
,M. Adopo CM CDM,24,73,76,Cagliari 2025 ~ 2029,€4.1M,€9K,1947,
,A. Obert LB CB CDM,22,73,79,Cagliari 2021 ~ 2029,€4.6M,€9K,1867,
,I. Sulemana CDM CM,22,73,80,"Cagliari Jun 30, 2026 On loan",€6M,€34K,1971,
,Zé Pedro CB,28,73,75,Cagliari 2025 ~ 2028,€3.1M,€11K,1890,
,J. Harrison RW LW LM RM,28,73,73,"Fiorentina Jun 30, 2026 On loan",€3.1M,€45K,1894,
,C. Kouamé ST LM LW,27,73,73,Fiorentina 2020 ~ 2027,€3.3M,€36K,1853,
,M. Pongračić CB,27,73,75,Fiorentina 2024 ~ 2027,€3.2M,€32K,1569,
,T. Lamptey RB LB RM,24,73,76,Fiorentina 2025 ~ 2028,€3.8M,€28K,1807,
,G. Fabbian CM CAM CDM,22,73,82,"Fiorentina Jun 30, 2026 On loan",€7M,€29K,1954,
,N. Leali GK,32,73,73,Genoa 2023 ~ 2029,€1.5M,€12K,1132,
,M. Cornet LM ST LW,28,73,73,"Genoa Jun 30, 2026 On loan",€3.1M,€47K,2043,
,F. Loyola CM CDM RB CAM,24,73,76,"Pisa Jun 30, 2026 On loan",€4.1M,€10K,1950,
,A. Zerbin RM LM LB RB,26,73,73,"Cremonese Jun 30, 2026 On loan",€3.3M,€57K,1933,
,M. Payero CM CAM,26,73,73,"Cremonese Jun 30, 2026 On loan",€3.3M,€15K,1961,
,M. Nzola ST,28,73,73,"Sassuolo Jun 30, 2026 On loan",€3.1M,€38K,1822,
,J. Doig LB LM,23,73,78,Sassuolo 2024 ~ 2028,€4.3M,€14K,1917,
,J. Idzes CB,25,73,77,Sassuolo 2025 ~ 2029,€3.8M,€15K,1772,
,A. Boiro LB LM,23,73,80,Athletic Club 2024 ~ 2029,€6M,€24K,1912,
,R. Rodríguez LB LM,32,73,73,Real Betis Balompié 2024 ~ 2028,€2.1M,€21K,2068,
,Chimy Ávila ST RM RW CAM,31,73,73,Real Betis Balompié 2024 ~ 2027,€2.6M,€24K,1984,
,Fer López RW CAM CM RM,21,73,82,"RC Celta Jun 30, 2026 On loan",€7M,€36K,1770,
,J. Aidoo CB,29,73,73,RC Celta 2019 ~ 2030,€2.5M,€21K,1548,
,Carlos Domínguez CB,24,73,78,RC Celta 2020 ~ 2028,€4.2M,€17K,1582,
,Jofre RW RM LM,24,73,75,RCD Espanyol 2020 ~ 2029,€4M,€17K,1868,
,Antoniu Roca RM LM RW,22,73,76,RCD Espanyol 2020 ~ 2028,€4.2M,€15K,1814,
,Toni Lato LB LM,27,73,73,RCD Mallorca 2023 ~ 2027,€2.9M,€22K,1896,
,Mateu Morey RB RM LB,25,73,76,RCD Mallorca 2024 ~ 2027,€3.7M,€21K,1800,
,Antonio Sánchez RM CM RB,28,73,73,RCD Mallorca 2015 ~ 2027,€3.1M,€24K,1986,
,Odriozola RB,29,73,73,Real Sociedad 2023 ~ 2029,€2.7M,€27K,1932,
,A. Zakharyan RM CM LM RW,22,73,81,Real Sociedad 2023 ~ 2029,€7M,€24K,1929,
,Pablo Marín CM CDM RM CAM,21,73,82,Real Sociedad 2022 ~ 2029,€7M,€20K,1902,
,E. Cömert CB CDM CM,27,73,74,Valencia CF 2022 ~ 2028,€3.1M,€26K,1802,
,Guridi CAM CM ST,30,73,73,Deportivo Alavés 2022 ~ 2028,€2.9M,€23K,1910,
,C. Protesoni CDM CM CB,27,73,74,Deportivo Alavés 2022 ~ 2028,€3.1M,€21K,1830,
,Pablo Ibáñez CM CDM,26,73,74,Deportivo Alavés 2025 ~ 2030,€3.6M,€22K,1881,
,Marc Aguado CDM CM,25,73,78,Elche CF 2025 ~ 2027,€4.1M,€17K,1883,
,Víctor Chust CB,25,73,78,"Elche CF Jun 30, 2026 On loan",€4M,€8K,1643,
,Juan Cruz LB CB CDM,32,73,73,CA Osasuna 2020 ~ 2029,€2.1M,€25K,1761,
,Kike Barja LW LM RW,28,73,73,CA Osasuna 2018 ~ 2030,€3.1M,€27K,1757,
