Unnamed: 0,Age,Overall rating,Potential,ID,foot,Acceleration,Sprint speed,Stamina,Strength,Interceptions,Vision,Composure,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Positioning,Weak foot,Skill moves,Attacking work rate,Defensive work rate,Unnamed: 28,Player_Name,Positions,Primary_Position,Match_Name,Club,Contract_End_Year,Height_cm,Weight_kg,Value_EUR,Wage_EUR,BMI,Value_per_Overall
,22,73,78,269705,Right,82,87,67,66,28,64,66,24,26,5,11,6,3,4,,,,D. Scherhant,LM ST LW,LM,D. Scherhant,SC Freiburg,2030,186.0,82.0,4700000.0,19000.0,23.7,64383.56
,26,73,74,246885,Right,77,75,90,72,68,69,74,72,69,8,6,12,2,3,,,,N. Capaldo,CM CDM CB,CM,N. Capaldo,Hamburger SV,2028,177.0,73.0,3600000.0,20000.0,23.3,49315.07
,24,73,78,256949,Right,76,74,78,65,64,75,76,64,62,8,12,6,3,4,,,,A. Grønbæk,CAM CM LM ST,CAM,A. Grønbæk,"Hamburger SV Jun 30, 2026 On loan",,181.0,65.0,4600000.0,18000.0,19.84,63013.7
,26,73,73,266395,Right,89,89,74,73,21,57,65,26,23,5,12,8,5,3,,,,P. Otele,LM LW ST,LM,P. Otele,"Hamburger SV Jun 30, 2026 On loan",,178.0,80.0,3300000.0,18000.0,25.25,45205.48
,25,73,76,276119,Right,68,61,89,85,74,69,73,76,75,11,11,14,3,2,,,,N. Remberg,CM CDM,CM,N. Remberg,Hamburger SV,2028,187.0,88.0,4000000.0,19000.0,25.17,54794.52
,29,73,73,220085,Left,73,63,67,61,28,72,70,19,18,14,10,9,2,3,,,,L. Waldschmidt,CAM ST CM,CAM,L. Waldschmidt,1. FC Köln,2027,181.0,74.0,3000000.0,21000.0,22.59,41095.89
,26,73,74,242997,Right,89,92,81,48,31,67,63,28,25,14,12,7,4,3,,,,L. Maina,LM ST CAM LW,LM,L. Maina,1. FC Köln,2028,173.0,70.0,3600000.0,20000.0,23.39,49315.07
,25,73,76,254638,Right,84,87,86,73,65,65,69,69,67,13,14,5,2,2,,,,S. Sebulonsen,RB CB RM CM,RB,S. Sebulonsen,1. FC Köln,2028,187.0,78.0,3700000.0,18000.0,22.31,50684.93
,31,73,73,223550,Right,52,51,35,69,25,42,45,21,24,74,72,71,3,1,,,,J. Omlin,GK,GK,J. Omlin,"Bayer 04 Leverkusen Jun 30, 2026 On loan",,190.0,85.0,1600000.0,14000.0,23.55,21917.81
,22,73,78,275028,Right,80,85,68,49,65,67,62,67,64,12,5,10,3,4,,,,Arthur,RM RB,RM,Arthur,Bayer 04 Leverkusen,2028,174.0,69.0,4700000.0,40000.0,22.79,64383.56
,20,73,82,75056,Right,57,59,66,69,82,68,72,72,62,9,6,10,3,3,,,,Chema Andrés,CDM CM,CDM,Chema Andres,VfB Stuttgart,2030,190.0,82.0,6500000.0,19000.0,22.71,89041.1
,25,73,76,238379,Left,69,67,60,75,71,76,72,73,61,13,9,6,3,3,,,,N. Nartey,CM CAM LB,CM,N. Nartey,VfB Stuttgart,2028,187.0,82.0,4000000.0,26000.0,23.45,54794.52
,31,73,73,203106,Right,75,72,73,46,57,69,74,59,62,15,11,14,4,3,,,,L. Bittencourt,CAM CM,CAM,L. Bittencourt,SV Werder Bremen,2029,171.0,63.0,2500000.0,23000.0,21.55,34246.58
,23,73,81,248732,Right,33,38,40,62,12,41,26,16,15,72,71,73,3,1,,,,K. Hein,GK,GK,K. Hein,"SV Werder Bremen Jun 30, 2026 On loan",,193.0,76.0,6000000.0,35000.0,20.4,82191.78
,33,73,73,198352,Right,33,50,49,84,77,47,76,76,66,7,16,13,2,2,,,,S. Bell,CB,CB,S. Bell,1. FSV Mainz 05,2029,192.0,88.0,1500000.0,21000.0,23.87,20547.95
,32,73,73,216158,Right,72,74,67,76,73,69,76,70,66,10,8,5,3,3,,,,S. Widmer,RB RM LB,RB,S. Widmer,1. FSV Mainz 05,2030,183.0,80.0,2100000.0,21000.0,23.89,28767.12
,30,73,73,223790,Right,90,93,72,73,43,69,71,35,28,6,14,16,3,3,,,,S. Becker,ST LM RM LW,ST,S. Becker,1. FSV Mainz 05,2030,180.0,78.0,3000000.0,24000.0,24.07,41095.89
,27,73,73,233216,Right,64,54,77,84,25,63,72,36,23,10,7,11,3,3,,,,P. Tietz,ST,ST,P. Tietz,1. FSV Mainz 05,2028,190.0,90.0,3300000.0,23000.0,24.93,45205.48
,26,73,73,245940,Right,86,89,64,77,54,59,67,50,39,8,13,9,2,5,,,,Silas,RM RW ST,RM,Silas,1. FSV Mainz 05,2028,189.0,82.0,3300000.0,21000.0,22.96,45205.48
,22,73,82,255272,Left,85,79,48,34,58,68,57,63,60,8,11,9,3,4,,,,K. Paredes,LM LW LB,LM,K. Paredes,VfL Wolfsburg,2029,175.0,61.0,7000000.0,28000.0,19.92,95890.41
,24,73,76,256281,Right,83,84,84,69,69,59,58,65,70,7,13,13,3,2,,,,K. Fischer,RB CB,RB,K. Fischer,VfL Wolfsburg,2027,182.0,77.0,3800000.0,27000.0,23.25,52054.79
,29,73,73,218339,Right,74,54,70,59,72,74,72,59,58,14,7,12,4,4,,,,M. Dahoud,CM CDM,CM,M. Dahoud,Eintracht Frankfurt,2030,178.0,68.0,3000000.0,24000.0,21.46,41095.89
,29,73,73,215449,Left,77,74,66,68,68,70,71,67,66,15,16,13,3,3,,,,R. Skov,LB RB RM LM,LB,R. Skov,1. FC Union Berlin,2030,185.0,81.0,2700000.0,26000.0,23.67,36986.3
,28,73,73,225632,Right,90,95,69,80,36,68,69,40,31,13,11,7,3,3,,,,O. Burke,ST RM CAM,ST,O. Burke,1. FC Union Berlin,2029,188.0,82.0,3100000.0,29000.0,23.2,42465.75
,28,73,73,229286,Right,86,87,71,68,47,58,67,49,43,7,14,13,3,3,,,,T. Skarke,ST RM CAM,ST,T. Skarke,1. FC Union Berlin,2030,181.0,79.0,3100000.0,29000.0,24.11,42465.75
,25,73,76,239138,Right,78,74,75,54,30,72,65,32,36,12,6,7,4,3,,,,Jeong Woo Yeong,CAM ST CM,CAM,Jeong Woo Yeong,1. FC Union Berlin,2028,179.0,71.0,4000000.0,25000.0,22.16,54794.52
,27,73,73,247028,Right,69,73,81,76,73,75,75,74,74,11,13,11,3,3,,,,A. Král,CM CAM CDM,CM,A. Kral,1. FC Union Berlin,2028,187.0,80.0,3200000.0,26000.0,22.88,43835.62
,29,73,73,257771,Right,84,75,65,61,69,72,71,72,69,12,9,15,4,3,,,,J. Juranović,RB RM,RB,J. Juranovic,1. FC Union Berlin,2027,173.0,68.0,2700000.0,26000.0,22.72,36986.3
,20,73,81,268116,Left,66,56,77,79,73,66,68,68,69,8,9,9,3,3,,,,T. Rothe,LB LM CB,LB,T. Rothe,1. FC Union Berlin,2030,192.0,85.0,6500000.0,18000.0,23.06,89041.1
,20,73,83,276372,Right,82,83,74,80,23,66,58,21,18,6,6,13,3,4,,,,I. Ansah,ST CAM LW,ST,I. Ansah,1. FC Union Berlin,2030,197.0,84.0,6500000.0,21000.0,21.64,89041.1
,30,73,73,211856,Right,76,76,65,80,72,46,60,75,70,14,13,12,4,3,,,,K. Akpoguma,CB RB,CB,K. Akpoguma,TSG 1899 Hoffenheim,2029,192.0,85.0,2500000.0,26000.0,23.06,34246.58
,30,73,73,224425,Right,75,74,80,76,68,71,75,72,70,12,15,16,4,2,,,,M. Wolf,RB RM,RB,M. Wolf,FC Augsburg,2027,188.0,81.0,2600000.0,26000.0,22.92,35616.44
,27,73,73,240193,Left,63,57,75,70,67,71,65,73,68,14,11,8,3,2,,,,E. Rexhbeçaj,CM CDM CAM,CM,E. Rexhbecaj,FC Augsburg,2028,182.0,78.0,3200000.0,26000.0,23.55,43835.62
,21,73,80,266433,Right,77,75,66,69,29,63,60,35,31,9,15,11,3,3,,,,A. Kade,RM LM CAM RW,RM,A. Kade,FC Augsburg,2029,185.0,72.0,6000000.0,19000.0,21.04,82191.78
,27,73,73,225266,Left,76,70,82,64,62,70,70,68,63,14,15,12,3,3,,,,M. Rasmussen,CM CAM CDM,CM,M. Rasmussen,FC St. Pauli,2029,180.0,71.0,3200000.0,20000.0,21.91,43835.62
,28,73,73,233061,Right,78,89,86,64,64,75,68,62,61,9,15,11,3,4,,,,M. Pereira Lage,ST LW CAM LM,ST,M. Pereira Lage,FC St. Pauli,2028,180.0,69.0,3100000.0,22000.0,21.3,42465.75
,23,73,79,258316,Right,84,85,78,59,27,72,75,28,19,7,15,9,3,4,,,,E. Dinkçi,CAM RM LM CM,CAM,E. Dinkci,"1. FC Heidenheim 1846 Jun 30, 2026 On loan",,188.0,76.0,4800000.0,19000.0,21.5,65753.42
,25,73,74,260290,Right,63,66,77,83,30,67,75,27,23,10,10,6,3,3,,,,M. Pieringer,ST CAM CM,ST,M. Pieringer,1. FC Heidenheim 1846,2027,191.0,83.0,3700000.0,24000.0,22.75,50684.93
,20,73,85,276216,Right,67,66,74,74,66,70,65,69,64,14,5,6,3,2,,,,E. Banzuzi,CM CDM CAM,CM,E. Banzuzi,RB Leipzig,2030,191.0,80.0,7500000.0,26000.0,21.93,102739.73
,22,73,81,253177,Right,85,91,78,71,70,72,76,72,67,15,6,6,3,4,,,,Y. Musah,CM CDM RM CAM,CM,Y. Musah,"Atalanta Jun 30, 2026 On loan",,178.0,71.0,7000000.0,28000.0,22.41,95890.41
,23,73,76,256035,Right,90,86,62,60,26,70,70,25,25,6,13,12,4,4,,,,K. Sulemana,CAM LM ST CM,CAM,K. Sulemana,Atalanta,2029,175.0,70.0,4200000.0,37000.0,22.86,57534.25
,24,73,77,258890,Right,79,89,71,81,66,66,74,68,65,6,8,11,3,3,,,,F. Dele-Bashiru,CAM CM,CAM,F. Dele-Bashiru,Lazio,2028,186.0,80.0,4400000.0,21000.0,23.12,60273.97
,22,73,79,255460,Right,78,77,58,56,46,70,62,47,43,8,14,10,4,4,,,,J. Ondrejka,LW LM,LW,J. Ondrejka,Parma,2029,180.0,70.0,4900000.0,16000.0,21.6,67123.29
,23,73,79,261539,Right,78,76,79,74,72,73,70,73,71,11,11,6,3,3,,,,M. Keita,CDM CM CB,CDM,M. Keita,Parma,2029,181.0,78.0,4400000.0,14000.0,23.81,60273.97
,22,73,79,269276,Left,83,86,69,60,53,65,70,49,47,6,8,8,4,3,,,,G. Oristanio,CAM ST RW CM,CAM,G. Oristanio,"Parma Jun 30, 2026 On loan",,174.0,62.0,4900000.0,4000.0,20.48,67123.29
,22,73,78,275401,Left,80,79,76,76,24,56,62,38,27,6,7,8,4,2,,,,M. Frigan,ST,ST,M. Frigan,Parma,2030,185.0,78.0,4700000.0,16000.0,22.79,64383.56
,24,73,75,243481,Right,88,89,78,62,67,67,65,70,69,10,7,15,4,3,,,,M. Pedersen,RB RM,RB,M. Pedersen,Torino,2027,184.0,76.0,3600000.0,23000.0,22.45,49315.07
,24,73,76,255150,Left,82,84,69,73,68,66,61,66,64,11,10,7,2,3,,,,N. Nkounkou,LM LB,LM,N. Nkounkou,"Torino Jun 30, 2026 On loan",,180.0,77.0,4200000.0,20000.0,23.77,57534.25
,23,73,78,278013,Right,52,67,48,76,71,42,60,75,72,11,8,12,3,2,,,,S. Sazonov,CB,CB,S. Sazonov,Torino,2030,194.0,84.0,4200000.0,23000.0,22.32,57534.25
,34,73,73,190324,Right,52,55,73,78,74,40,64,74,73,14,11,14,3,2,,,,C. Kabasele,CB,CB,C. Kabasele,Udinese,2028,187.0,84.0,1000000.0,15000.0,24.02,13698.63
,23,73,81,261573,Right,60,64,71,78,73,48,66,75,71,13,5,13,3,2,,,,T. Kristensen,CB,CB,T. Kristensen,Udinese,2028,198.0,85.0,6500000.0,12000.0,21.68,89041.1
,24,73,77,268656,Right,78,82,74,68,69,59,68,74,70,14,7,10,3,3,,,,A. Zanoli,RB RM,RB,A. Zanoli,"Udinese Jun 30, 2026 On loan",,188.0,76.0,4099999.9999999995,47000.0,21.5,56164.38
,31,73,73,210381,Left,70,80,67,79,72,58,64,71,69,9,7,14,3,2,,,,C. Lykogiannis,LB LM,LB,C. Lykogiannis,Bologna,2029,191.0,90.0,2200000.0,34000.0,24.67,30136.99
,26,73,74,252440,Right,77,77,78,73,69,68,71,67,66,7,11,7,4,3,,,,N. Zortea,RB RM,RB,N. Zortea,Bologna,2029,186.0,86.0,3300000.0,32000.0,24.86,45205.48
,21,73,83,269558,Right,83,84,74,42,48,70,65,41,36,12,6,6,3,4,,,,B. Domínguez,LM LW,LM,B. Dominguez,Bologna,2029,173.0,73.0,7000000.0,25000.0,24.39,95890.41
,27,73,73,223866,Right,62,62,68,61,68,76,72,68,66,11,10,13,3,3,,,,S. Lovrič,CM CDM,CM,S. Lovric,"Hellas Verona FC Jun 30, 2026 On loan",,180.0,70.0,3200000.0,15000.0,21.6,43835.62
,27,73,73,235875,Right,70,73,73,61,69,65,67,71,68,12,12,9,3,3,,,,Pol Lirola,RB CB CM,RB,Pol Lirola,Hellas Verona FC,2028,183.0,70.0,2900000.0,10000.0,20.9,39726.03
,24,73,79,267681,Left,72,72,77,72,74,60,70,75,75,13,5,10,3,2,,,,N. Valentini,CB,CB,N. Valentini,"Hellas Verona FC Jun 30, 2026 On loan",,185.0,77.0,4400000.0,28000.0,22.5,60273.97
,23,73,81,255900,Left,49,42,34,62,17,58,32,16,14,71,71,75,2,1,,,,N. Törnqvist,GK,GK,N. Tornqvist,Como,2029,195.0,82.0,6000000.0,27000.0,21.56,82191.78
,29,73,73,221331,Right,45,40,56,69,70,75,73,68,66,12,7,8,4,3,,,,L. Mazzitelli,CM CDM,CM,L. Mazzitelli,"Cagliari Jun 30, 2026 On loan",,184.0,76.0,3000000.0,58000.0,22.45,41095.89
,26,73,76,237586,Right,50,48,67,76,74,43,74,76,71,11,8,14,3,2,,,,A. Dossena,CB,CB,A. Dossena,"Cagliari Jun 30, 2026 On loan",,195.0,85.0,3500000.0,53000.0,22.35,47945.21
,25,73,76,246877,Right,69,60,58,56,64,75,77,58,52,12,12,10,3,3,,,,G. Gaetano,CAM CDM CM,CAM,G. Gaetano,Cagliari,2029,180.0,80.0,4000000.0,10000.0,24.69,54794.52
,25,73,76,252964,Right,67,81,84,64,72,62,69,70,68,14,13,10,2,2,,,,G. Zappa,RB CB CDM,RB,G. Zappa,Cagliari,2030,183.0,78.0,3700000.0,10000.0,23.29,50684.93
,24,73,76,254982,Right,67,73,79,76,74,71,68,73,69,12,12,11,3,3,,,,M. Adopo,CM CDM,CM,M. Adopo,Cagliari,2029,187.0,85.0,4099999.9999999995,9000.0,24.31,56164.38
,22,73,79,266636,Left,69,66,69,68,75,62,64,73,71,6,7,10,2,2,,,,A. Obert,LB CB CDM,LB,A. Obert,Cagliari,2029,187.0,82.0,4600000.0,9000.0,23.45,63013.7
,22,73,80,271577,Right,76,67,79,67,75,65,68,73,73,7,9,10,3,2,,,,I. Sulemana,CDM CM,CDM,I. Sulemana,"Cagliari Jun 30, 2026 On loan",,180.0,78.0,6000000.0,34000.0,24.07,82191.78
,28,73,75,278668,Right,69,68,68,72,74,58,67,74,72,8,13,7,2,2,,,,Zé Pedro,CB,CB,Ze Pedro,Cagliari,2028,187.0,84.0,3100000.0,11000.0,24.02,42465.75
,28,73,73,232080,Left,74,77,76,62,44,75,72,39,39,11,8,6,3,3,,,,J. Harrison,RW LW LM RM,RW,J. Harrison,"Fiorentina Jun 30, 2026 On loan",,175.0,70.0,3100000.0,45000.0,22.86,42465.75
,27,73,73,235866,Right,74,79,64,63,36,68,70,38,32,15,13,7,4,3,,,,C. Kouamé,ST LM LW,ST,C. Kouame,Fiorentina,2027,185.0,70.0,3300000.0,36000.0,20.45,45205.48
,27,73,75,238370,Right,56,65,63,82,70,54,69,76,72,6,6,8,3,2,,,,M. Pongračić,CB,CB,M. Pongracic,Fiorentina,2027,190.0,95.0,3200000.0,32000.0,26.32,43835.62
,24,73,76,242418,Right,89,80,61,34,71,59,69,71,73,15,13,5,2,2,,,,T. Lamptey,RB LB RM,RB,T. Lamptey,Fiorentina,2028,163.0,62.0,3800000.0,28000.0,23.34,52054.79
,22,73,82,271019,Right,70,65,64,55,68,73,71,65,64,8,9,7,4,3,,,,G. Fabbian,CM CAM CDM,CM,G. Fabbian,"Fiorentina Jun 30, 2026 On loan",,189.0,87.0,7000000.0,29000.0,24.36,95890.41
,32,73,73,201299,Right,33,32,27,65,25,45,60,15,20,76,73,69,2,1,,,,N. Leali,GK,GK,N. Leali,Genoa,2029,195.0,80.0,1500000.0,12000.0,21.04,20547.95
,28,73,73,215798,Right,82,86,57,64,66,69,67,67,63,16,13,12,4,3,,,,M. Cornet,LM ST LW,LM,M. Cornet,"Genoa Jun 30, 2026 On loan",,179.0,69.0,3100000.0,47000.0,21.53,42465.75
,24,73,76,71230,Right,66,67,82,75,73,71,71,73,70,9,11,7,3,2,,,,F. Loyola,CM CDM RB CAM,CM,F. Loyola,"Pisa Jun 30, 2026 On loan",,185.0,76.0,4099999.9999999995,10000.0,22.21,56164.38
,26,73,73,237669,Right,74,75,80,66,68,66,68,74,72,5,6,10,3,3,,,,A. Zerbin,RM LM LB RB,RM,A. Zerbin,"Cremonese Jun 30, 2026 On loan",,182.0,80.0,3300000.0,57000.0,24.15,45205.48
,26,73,73,240970,Right,70,70,69,72,66,75,76,66,62,6,6,7,2,3,,,,M. Payero,CM CAM,CM,M. Payero,"Cremonese Jun 30, 2026 On loan",,182.0,80.0,3300000.0,15000.0,24.15,45205.48
,28,73,73,240452,Left,81,84,62,92,29,60,69,24,28,12,14,13,4,2,,,,M. Nzola,ST,ST,M. Nzola,"Sassuolo Jun 30, 2026 On loan",,185.0,91.0,3100000.0,38000.0,26.59,42465.75
,23,73,78,255561,Left,75,82,86,63,67,63,60,70,70,15,6,10,5,3,,,,J. Doig,LB LM,LB,J. Doig,Sassuolo,2028,189.0,71.0,4300000.0,14000.0,19.88,58904.11
,25,73,77,262396,Right,62,43,86,80,69,53,61,74,73,13,6,12,3,2,,,,J. Idzes,CB,CB,J. Idzes,Sassuolo,2029,190.0,80.0,3800000.0,15000.0,22.16,52054.79
,23,73,80,70344,Left,79,77,76,75,70,61,65,71,69,12,9,12,3,3,,,,A. Boiro,LB LM,LB,A. Boiro,Athletic Club,2029,183.0,75.0,6000000.0,24000.0,22.4,82191.78
,32,73,73,193352,Left,56,56,74,71,70,75,77,74,72,14,13,14,3,2,,,,R. Rodríguez,LB LM,LB,R. Rodriguez,Real Betis Balompié,2028,182.0,83.0,2100000.0,21000.0,25.06,28767.12
,31,73,73,228520,Right,70,76,72,78,57,72,68,46,41,11,6,10,5,3,,,,Chimy Ávila,ST RM RW CAM,ST,Chimy Avila,Real Betis Balompié,2027,172.0,81.0,2600000.0,24000.0,27.38,35616.44
,21,73,82,75628,Left,64,70,52,56,25,74,75,43,44,8,7,5,2,3,,,,Fer López,RW CAM CM RM,RW,Fer Lopez,"RC Celta Jun 30, 2026 On loan",,186.0,76.0,7000000.0,36000.0,21.97,95890.41
,29,73,73,230021,Right,64,70,63,84,71,23,63,73,71,11,6,13,3,2,,,,J. Aidoo,CB,CB,J. Aidoo,RC Celta,2030,184.0,80.0,2500000.0,21000.0,23.63,34246.58
,24,73,78,262140,Left,56,68,58,79,72,47,68,76,70,5,14,9,3,2,,,,Carlos Domínguez,CB,CB,Carlos Dominguez,RC Celta,2028,187.0,81.0,4200000.0,17000.0,23.16,57534.25
,24,73,75,258949,Right,82,80,63,59,41,73,67,39,32,10,14,10,3,3,,,,Jofre,RW RM LM,RW,Jofre,RCD Espanyol,2029,175.0,68.0,4000000.0,17000.0,22.2,54794.52
,22,73,76,263133,Right,82,81,62,58,40,70,70,44,33,11,6,15,3,3,,,,Antoniu Roca,RM LM RW,RM,Antoniu Roca,RCD Espanyol,2028,180.0,65.0,4200000.0,15000.0,20.06,57534.25
,27,73,73,232008,Left,76,76,65,56,67,66,64,70,71,7,10,9,4,3,,,,Toni Lato,LB LM,LB,Toni Lato,RCD Mallorca,2027,171.0,64.0,2900000.0,22000.0,21.89,39726.03
,25,73,76,248820,Right,75,75,68,51,75,62,63,69,73,6,13,7,3,3,,,,Mateu Morey,RB RM LB,RB,Mateu Morey,RCD Mallorca,2027,173.0,67.0,3700000.0,21000.0,22.39,50684.93
,28,73,73,252909,Right,71,72,83,75,72,73,71,68,64,15,13,14,3,3,,,,Antonio Sánchez,RM CM RB,RM,Antonio Sanchez,RCD Mallorca,2027,179.0,78.0,3100000.0,24000.0,24.34,42465.75
,29,73,73,234035,Right,73,76,64,64,71,63,67,71,70,11,12,5,3,3,,,,Odriozola,RB,RB,Odriozola,Real Sociedad,2029,176.0,66.0,2700000.0,27000.0,21.31,36986.3
,22,73,81,264701,Right,79,77,68,53,51,73,70,54,44,11,14,13,4,3,,,,A. Zakharyan,RM CM LM RW,RM,A. Zakharyan,Real Sociedad,2029,182.0,73.0,7000000.0,24000.0,22.04,95890.41
,21,73,82,272455,Right,69,67,63,59,70,74,66,72,55,7,7,15,3,3,,,,Pablo Marín,CM CDM RM CAM,CM,Pablo Marin,Real Sociedad,2029,178.0,71.0,7000000.0,20000.0,22.41,95890.41
,27,73,74,233885,Right,61,70,75,77,72,62,62,73,70,6,8,7,4,2,,,,E. Cömert,CB CDM CM,CB,E. Comert,Valencia CF,2028,183.0,80.0,3100000.0,26000.0,23.89,42465.75
,30,73,73,238126,Left,61,62,60,57,71,73,69,72,58,12,8,11,3,3,,,,Guridi,CAM CM ST,CAM,Guridi,Deportivo Alavés,2028,179.0,70.0,2900000.0,23000.0,21.85,39726.03
,27,73,74,244948,Right,67,64,69,69,71,65,73,72,73,14,9,12,3,2,,,,C. Protesoni,CDM CM CB,CDM,C. Protesoni,Deportivo Alavés,2028,185.0,76.0,3100000.0,21000.0,22.21,42465.75
,26,73,74,264160,Right,68,74,75,62,72,73,59,71,72,12,13,10,3,2,,,,Pablo Ibáñez,CM CDM,CM,Pablo Ibanez,Deportivo Alavés,2030,179.0,74.0,3600000.0,22000.0,23.1,49315.07
,25,73,78,246809,Right,61,69,76,64,71,74,72,71,70,12,14,9,3,2,,,,Marc Aguado,CDM CM,CDM,Marc Aguado,Elche CF,2027,178.0,68.0,4099999.9999999995,17000.0,21.46,56164.38
,25,73,78,259173,Right,68,73,60,75,74,50,68,74,73,7,9,14,5,2,,,,Víctor Chust,CB,CB,Victor Chust,"Elche CF Jun 30, 2026 On loan",,182.0,77.0,4000000.0,8000.0,23.25,54794.52
,32,73,73,206219,Left,72,69,71,69,72,57,60,74,73,14,11,11,3,2,,,,Juan Cruz,LB CB CDM,LB,Juan Cruz,CA Osasuna,2029,180.0,79.0,2100000.0,25000.0,24.38,28767.12
,28,73,73,225200,Right,76,73,63,60,33,72,69,35,31,6,12,15,3,3,,,,Kike Barja,LW LM RW,LW,Kike Barja,CA Osasuna,2030,178.0,69.0,3100000.0,27000.0,21.78,42465.75
,28,73,75,236033,Right,45,43,26,52,6,34,42,13,12,72,71,73,3,1,,,,Dani Cárdenas,GK,GK,Dani Cardenas,Rayo Vallecano,2027,186.0,80.0,2600000.0,12000.0,23.12,35616.44
,24,73,78,248805,Right,76,76,73,58,35,75,75,36,23,13,8,11,4,4,,,,Sergio Camello,ST,ST,Sergio Camello,Rayo Vallecano,2027,177.0,69.0,4700000.0,18000.0,22.02,64383.56
,30,73,73,208330,Left,69,70,55,59,36,75,75,23,22,15,10,12,4,4,,,,A. Januzaj,RW RM LM,RW,A. Januzaj,Sevilla FC,2029,186.0,76.0,2900000.0,26000.0,21.97,39726.03
,20,73,81,267920,Right,83,82,75,77,65,65,63,71,70,12,11,10,3,2,,,,A. Freeman,RB CM,RB,A. Freeman,Villarreal CF,2032,188.0,78.0,6500000.0,19000.0,22.07,89041.1
,37,73,73,216475,Right,75,76,69,66,58,71,76,54,45,14,13,16,4,4,,,,Morales,ST LM CAM,ST,Morales,Levante UD,2030,180.0,70.0,1000000.0,19000.0,21.6,13698.63
,28,73,73,241591,Left,88,85,82,61,40,63,70,48,44,12,5,7,3,3,,,,Brugui,ST LM RM LW,ST,Brugui,Levante UD,2028,173.0,68.0,3100000.0,25000.0,22.72,42465.75
,27,73,73,242279,Left,55,59,85,73,73,76,72,75,64,6,13,6,3,2,,,,Oriol Rey,CM CDM,CM,Oriol Rey,Levante UD,2027,177.0,71.0,3200000.0,22000.0,22.66,43835.62
,21,73,79,276820,Right,55,56,66,80,73,50,56,73,74,14,9,6,2,2,,,,M. Moreno,CB,CB,M. Moreno,"Levante UD Jun 30, 2026 On loan",,193.0,81.0,4400000.0,23000.0,21.75,60273.97
,28,73,73,275986,Right,78,79,77,62,25,68,53,26,27,9,6,13,5,3,,,,Álex Sancris,RM LM RW,RM,Alex Sancris,Getafe CF,2028,181.0,77.0,3100000.0,26000.0,23.5,42465.75
,29,73,74,211101,Right,54,52,44,35,22,37,57,11,11,76,72,70,3,1,,,,Rubén Blanco,GK,GK,Ruben Blanco,Girona FC,2029,188.0,70.0,2300000.0,15000.0,19.81,31506.85
,20,73,82,272718,Right,85,82,65,61,46,70,66,45,42,8,14,11,3,3,,,,Joel Roca,LW LM,LW,Joel Roca,Girona FC,2029,176.0,72.0,6500000.0,19000.0,23.24,89041.1
,19,73,85,276528,Right,88,84,59,45,39,70,72,44,37,9,12,13,3,3,,,,C. Echeverri,CAM CM LM ST,CAM,C. Echeverri,"Girona FC Jun 30, 2026 On loan",,170.0,65.0,7000000.0,49000.0,22.49,95890.41
,31,73,73,225508,Right,60,65,50,77,74,59,73,71,73,14,14,9,3,3,,,,E. Bailly,CB,CB,E. Bailly,Real Oviedo,2027,187.0,77.0,2100000.0,25000.0,22.02,28767.12
,23,73,79,245870,Left,92,90,69,59,20,64,68,31,25,12,10,8,3,3,,,,H. Hassan,RW RM,RW,H. Hassan,Real Oviedo,2027,178.0,71.0,4800000.0,23000.0,22.41,65753.42
,23,73,79,256097,Left,72,73,73,69,71,66,63,72,70,11,13,14,3,2,,,,Javi López,LB LM,LB,Javi Lopez,"Real Oviedo Jun 30, 2026 On loan",,184.0,80.0,4500000.0,23000.0,23.63,61643.84
,24,73,76,262300,Right,80,80,73,65,46,71,66,36,39,12,15,6,3,4,,,,I. Chaira,LW RM LM,LW,I. Chaira,Real Oviedo,2028,183.0,70.0,4200000.0,23000.0,20.9,57534.25
,26,72,75,232284,Right,41,38,30,60,13,47,47,15,14,73,69,72,2,1,,,,M. Travers,GK,GK,M. Travers,Everton,2029,191.0,82.0,2400000.0,17000.0,22.48,33333.33
,16,72,88,80376,Right,92,89,62,54,36,71,74,39,30,11,9,9,3,4,,,,R. Ngumoha,LM LW,LM,R. Ngumoha,Liverpool,2028,170.0,68.0,6000000.0,29000.0,23.53,83333.33
,30,72,72,207650,Right,53,53,55,72,74,62,72,76,74,8,13,14,3,2,,,,E. Krafth,RB CB,RB,E. Krafth,Newcastle United,2029,184.0,83.0,2000000.0,63000.0,24.52,27777.78
,29,72,73,216325,Right,48,49,31,66,18,49,48,16,14,73,71,70,3,1,,,,A. Gunn,GK,GK,A. Gunn,Nottingham Forest,2030,196.0,77.0,1800000.0,34000.0,20.04,25000.0
,19,72,80,274102,Left,74,73,68,66,70,59,64,71,69,14,6,13,3,2,,,,O. Scarles,LB,LB,O. Scarles,West Ham United,2028,180.0,75.0,4800000.0,27000.0,23.15,66666.67
,30,72,72,215700,Right,69,67,87,75,70,65,69,71,73,9,14,14,4,2,,,,L. O'Nien,CB,CB,L. O'Nien,Sunderland,2027,179.0,74.0,1900000.0,37000.0,23.1,26388.89
,23,72,78,256831,Left,77,78,75,57,67,60,66,68,68,7,8,11,3,3,,,,D. Cirkin,LB,LB,D. Cirkin,Sunderland,2029,182.0,72.0,3500000.0,31000.0,21.74,48611.11
